X,Y,Y2
COCO_train2014_000000001804.jpg,COCO_train2014_000000001804.png,COCO_train2014_000000001804.mat
COCO_train2014_000000001822.jpg,COCO_train2014_000000001822.png,COCO_train2014_000000001822.mat
COCO_train2014_000000001926.jpg,COCO_train2014_000000001926.png,COCO_train2014_000000001926.mat
COCO_train2014_000000001958.jpg,COCO_train2014_000000001958.png,COCO_train2014_000000001958.mat
COCO_train2014_000000001966.jpg,COCO_train2014_000000001966.png,COCO_train2014_000000001966.mat
COCO_train2014_000000001994.jpg,COCO_train2014_000000001994.png,COCO_train2014_000000001994.mat
COCO_train2014_000000002007.jpg,COCO_train2014_000000002007.png,COCO_train2014_000000002007.mat
COCO_train2014_000000002217.jpg,COCO_train2014_000000002217.png,COCO_train2014_000000002217.mat
COCO_train2014_000000002258.jpg,COCO_train2014_000000002258.png,COCO_train2014_000000002258.mat
COCO_train2014_000000002270.jpg,COCO_train2014_000000002270.png,COCO_train2014_000000002270.mat
COCO_train2014_000000002281.jpg,COCO_train2014_000000002281.png,COCO_train2014_000000002281.mat
COCO_train2014_000000002284.jpg,COCO_train2014_000000002284.png,COCO_train2014_000000002284.mat
COCO_train2014_000000002347.jpg,COCO_train2014_000000002347.png,COCO_train2014_000000002347.mat
COCO_train2014_000000002429.jpg,COCO_train2014_000000002429.png,COCO_train2014_000000002429.mat
COCO_train2014_000000002448.jpg,COCO_train2014_000000002448.png,COCO_train2014_000000002448.mat
COCO_train2014_000000002608.jpg,COCO_train2014_000000002608.png,COCO_train2014_000000002608.mat
COCO_train2014_000000002664.jpg,COCO_train2014_000000002664.png,COCO_train2014_000000002664.mat
COCO_train2014_000000002691.jpg,COCO_train2014_000000002691.png,COCO_train2014_000000002691.mat
COCO_train2014_000000002697.jpg,COCO_train2014_000000002697.png,COCO_train2014_000000002697.mat
COCO_train2014_000000002742.jpg,COCO_train2014_000000002742.png,COCO_train2014_000000002742.mat
COCO_train2014_000000002754.jpg,COCO_train2014_000000002754.png,COCO_train2014_000000002754.mat
COCO_train2014_000000002782.jpg,COCO_train2014_000000002782.png,COCO_train2014_000000002782.mat
COCO_train2014_000000002842.jpg,COCO_train2014_000000002842.png,COCO_train2014_000000002842.mat
COCO_train2014_000000002860.jpg,COCO_train2014_000000002860.png,COCO_train2014_000000002860.mat
COCO_train2014_000000003219.jpg,COCO_train2014_000000003219.png,COCO_train2014_000000003219.mat
COCO_train2014_000000003320.jpg,COCO_train2014_000000003320.png,COCO_train2014_000000003320.mat
COCO_train2014_000000003366.jpg,COCO_train2014_000000003366.png,COCO_train2014_000000003366.mat
COCO_train2014_000000003478.jpg,COCO_train2014_000000003478.png,COCO_train2014_000000003478.mat
COCO_train2014_000000003535.jpg,COCO_train2014_000000003535.png,COCO_train2014_000000003535.mat
COCO_train2014_000000003579.jpg,COCO_train2014_000000003579.png,COCO_train2014_000000003579.mat
COCO_train2014_000000003671.jpg,COCO_train2014_000000003671.png,COCO_train2014_000000003671.mat
COCO_train2014_000000003713.jpg,COCO_train2014_000000003713.png,COCO_train2014_000000003713.mat
COCO_train2014_000000003729.jpg,COCO_train2014_000000003729.png,COCO_train2014_000000003729.mat
COCO_train2014_000000003782.jpg,COCO_train2014_000000003782.png,COCO_train2014_000000003782.mat
COCO_train2014_000000003860.jpg,COCO_train2014_000000003860.png,COCO_train2014_000000003860.mat
COCO_train2014_000000003870.jpg,COCO_train2014_000000003870.png,COCO_train2014_000000003870.mat
COCO_train2014_000000003877.jpg,COCO_train2014_000000003877.png,COCO_train2014_000000003877.mat
COCO_train2014_000000003911.jpg,COCO_train2014_000000003911.png,COCO_train2014_000000003911.mat
COCO_train2014_000000003915.jpg,COCO_train2014_000000003915.png,COCO_train2014_000000003915.mat
COCO_train2014_000000003917.jpg,COCO_train2014_000000003917.png,COCO_train2014_000000003917.mat
COCO_train2014_000000003992.jpg,COCO_train2014_000000003992.png,COCO_train2014_000000003992.mat
COCO_train2014_000000004057.jpg,COCO_train2014_000000004057.png,COCO_train2014_000000004057.mat
COCO_train2014_000000004065.jpg,COCO_train2014_000000004065.png,COCO_train2014_000000004065.mat
COCO_train2014_000000004140.jpg,COCO_train2014_000000004140.png,COCO_train2014_000000004140.mat
COCO_train2014_000000004180.jpg,COCO_train2014_000000004180.png,COCO_train2014_000000004180.mat
COCO_train2014_000000004331.jpg,COCO_train2014_000000004331.png,COCO_train2014_000000004331.mat
COCO_train2014_000000004385.jpg,COCO_train2014_000000004385.png,COCO_train2014_000000004385.mat
COCO_train2014_000000004421.jpg,COCO_train2014_000000004421.png,COCO_train2014_000000004421.mat
COCO_train2014_000000004463.jpg,COCO_train2014_000000004463.png,COCO_train2014_000000004463.mat
COCO_train2014_000000004488.jpg,COCO_train2014_000000004488.png,COCO_train2014_000000004488.mat
COCO_train2014_000000004578.jpg,COCO_train2014_000000004578.png,COCO_train2014_000000004578.mat
COCO_train2014_000000004587.jpg,COCO_train2014_000000004587.png,COCO_train2014_000000004587.mat
COCO_train2014_000000004595.jpg,COCO_train2014_000000004595.png,COCO_train2014_000000004595.mat
COCO_train2014_000000004616.jpg,COCO_train2014_000000004616.png,COCO_train2014_000000004616.mat
COCO_train2014_000000004622.jpg,COCO_train2014_000000004622.png,COCO_train2014_000000004622.mat
COCO_train2014_000000004662.jpg,COCO_train2014_000000004662.png,COCO_train2014_000000004662.mat
COCO_train2014_000000004684.jpg,COCO_train2014_000000004684.png,COCO_train2014_000000004684.mat
COCO_train2014_000000004694.jpg,COCO_train2014_000000004694.png,COCO_train2014_000000004694.mat
COCO_train2014_000000004714.jpg,COCO_train2014_000000004714.png,COCO_train2014_000000004714.mat
COCO_train2014_000000004761.jpg,COCO_train2014_000000004761.png,COCO_train2014_000000004761.mat
COCO_train2014_000000004794.jpg,COCO_train2014_000000004794.png,COCO_train2014_000000004794.mat
COCO_train2014_000000004820.jpg,COCO_train2014_000000004820.png,COCO_train2014_000000004820.mat
COCO_train2014_000000004823.jpg,COCO_train2014_000000004823.png,COCO_train2014_000000004823.mat
COCO_train2014_000000004830.jpg,COCO_train2014_000000004830.png,COCO_train2014_000000004830.mat
COCO_train2014_000000004968.jpg,COCO_train2014_000000004968.png,COCO_train2014_000000004968.mat
COCO_train2014_000000005011.jpg,COCO_train2014_000000005011.png,COCO_train2014_000000005011.mat
COCO_train2014_000000005018.jpg,COCO_train2014_000000005018.png,COCO_train2014_000000005018.mat
COCO_train2014_000000005028.jpg,COCO_train2014_000000005028.png,COCO_train2014_000000005028.mat
COCO_train2014_000000005086.jpg,COCO_train2014_000000005086.png,COCO_train2014_000000005086.mat
COCO_train2014_000000005115.jpg,COCO_train2014_000000005115.png,COCO_train2014_000000005115.mat
COCO_train2014_000000005156.jpg,COCO_train2014_000000005156.png,COCO_train2014_000000005156.mat
COCO_train2014_000000005169.jpg,COCO_train2014_000000005169.png,COCO_train2014_000000005169.mat
COCO_train2014_000000005198.jpg,COCO_train2014_000000005198.png,COCO_train2014_000000005198.mat
COCO_train2014_000000005288.jpg,COCO_train2014_000000005288.png,COCO_train2014_000000005288.mat
COCO_train2014_000000005383.jpg,COCO_train2014_000000005383.png,COCO_train2014_000000005383.mat
COCO_train2014_000000005424.jpg,COCO_train2014_000000005424.png,COCO_train2014_000000005424.mat
COCO_train2014_000000005472.jpg,COCO_train2014_000000005472.png,COCO_train2014_000000005472.mat
COCO_train2014_000000005508.jpg,COCO_train2014_000000005508.png,COCO_train2014_000000005508.mat
COCO_train2014_000000005574.jpg,COCO_train2014_000000005574.png,COCO_train2014_000000005574.mat
COCO_train2014_000000005589.jpg,COCO_train2014_000000005589.png,COCO_train2014_000000005589.mat
COCO_train2014_000000005632.jpg,COCO_train2014_000000005632.png,COCO_train2014_000000005632.mat
COCO_train2014_000000005638.jpg,COCO_train2014_000000005638.png,COCO_train2014_000000005638.mat
COCO_train2014_000000005643.jpg,COCO_train2014_000000005643.png,COCO_train2014_000000005643.mat
COCO_train2014_000000005649.jpg,COCO_train2014_000000005649.png,COCO_train2014_000000005649.mat
COCO_train2014_000000005688.jpg,COCO_train2014_000000005688.png,COCO_train2014_000000005688.mat
COCO_train2014_000000005862.jpg,COCO_train2014_000000005862.png,COCO_train2014_000000005862.mat
COCO_train2014_000000005917.jpg,COCO_train2014_000000005917.png,COCO_train2014_000000005917.mat
COCO_train2014_000000006004.jpg,COCO_train2014_000000006004.png,COCO_train2014_000000006004.mat
COCO_train2014_000000006233.jpg,COCO_train2014_000000006233.png,COCO_train2014_000000006233.mat
COCO_train2014_000000006327.jpg,COCO_train2014_000000006327.png,COCO_train2014_000000006327.mat
COCO_train2014_000000006465.jpg,COCO_train2014_000000006465.png,COCO_train2014_000000006465.mat
COCO_train2014_000000006572.jpg,COCO_train2014_000000006572.png,COCO_train2014_000000006572.mat
COCO_train2014_000000006590.jpg,COCO_train2014_000000006590.png,COCO_train2014_000000006590.mat
COCO_train2014_000000006595.jpg,COCO_train2014_000000006595.png,COCO_train2014_000000006595.mat
COCO_train2014_000000006709.jpg,COCO_train2014_000000006709.png,COCO_train2014_000000006709.mat
COCO_train2014_000000006710.jpg,COCO_train2014_000000006710.png,COCO_train2014_000000006710.mat
COCO_train2014_000000006725.jpg,COCO_train2014_000000006725.png,COCO_train2014_000000006725.mat
COCO_train2014_000000006730.jpg,COCO_train2014_000000006730.png,COCO_train2014_000000006730.mat
COCO_train2014_000000006747.jpg,COCO_train2014_000000006747.png,COCO_train2014_000000006747.mat
COCO_train2014_000000006842.jpg,COCO_train2014_000000006842.png,COCO_train2014_000000006842.mat
COCO_train2014_000000007090.jpg,COCO_train2014_000000007090.png,COCO_train2014_000000007090.mat
COCO_train2014_000000007150.jpg,COCO_train2014_000000007150.png,COCO_train2014_000000007150.mat
COCO_train2014_000000007220.jpg,COCO_train2014_000000007220.png,COCO_train2014_000000007220.mat
COCO_train2014_000000007221.jpg,COCO_train2014_000000007221.png,COCO_train2014_000000007221.mat
COCO_train2014_000000007318.jpg,COCO_train2014_000000007318.png,COCO_train2014_000000007318.mat
COCO_train2014_000000007367.jpg,COCO_train2014_000000007367.png,COCO_train2014_000000007367.mat
COCO_train2014_000000007539.jpg,COCO_train2014_000000007539.png,COCO_train2014_000000007539.mat
COCO_train2014_000000007650.jpg,COCO_train2014_000000007650.png,COCO_train2014_000000007650.mat
COCO_train2014_000000007685.jpg,COCO_train2014_000000007685.png,COCO_train2014_000000007685.mat
COCO_train2014_000000007713.jpg,COCO_train2014_000000007713.png,COCO_train2014_000000007713.mat
COCO_train2014_000000007781.jpg,COCO_train2014_000000007781.png,COCO_train2014_000000007781.mat
COCO_train2014_000000007890.jpg,COCO_train2014_000000007890.png,COCO_train2014_000000007890.mat
COCO_train2014_000000007946.jpg,COCO_train2014_000000007946.png,COCO_train2014_000000007946.mat
COCO_train2014_000000008014.jpg,COCO_train2014_000000008014.png,COCO_train2014_000000008014.mat
COCO_train2014_000000008064.jpg,COCO_train2014_000000008064.png,COCO_train2014_000000008064.mat
COCO_train2014_000000008321.jpg,COCO_train2014_000000008321.png,COCO_train2014_000000008321.mat
COCO_train2014_000000008356.jpg,COCO_train2014_000000008356.png,COCO_train2014_000000008356.mat
COCO_train2014_000000008422.jpg,COCO_train2014_000000008422.png,COCO_train2014_000000008422.mat
COCO_train2014_000000008553.jpg,COCO_train2014_000000008553.png,COCO_train2014_000000008553.mat
COCO_train2014_000000008559.jpg,COCO_train2014_000000008559.png,COCO_train2014_000000008559.mat
COCO_train2014_000000008587.jpg,COCO_train2014_000000008587.png,COCO_train2014_000000008587.mat
COCO_train2014_000000008733.jpg,COCO_train2014_000000008733.png,COCO_train2014_000000008733.mat
COCO_train2014_000000008734.jpg,COCO_train2014_000000008734.png,COCO_train2014_000000008734.mat
COCO_train2014_000000008776.jpg,COCO_train2014_000000008776.png,COCO_train2014_000000008776.mat
COCO_train2014_000000008848.jpg,COCO_train2014_000000008848.png,COCO_train2014_000000008848.mat
COCO_train2014_000000008856.jpg,COCO_train2014_000000008856.png,COCO_train2014_000000008856.mat
COCO_train2014_000000008936.jpg,COCO_train2014_000000008936.png,COCO_train2014_000000008936.mat
COCO_train2014_000000009012.jpg,COCO_train2014_000000009012.png,COCO_train2014_000000009012.mat
COCO_train2014_000000009057.jpg,COCO_train2014_000000009057.png,COCO_train2014_000000009057.mat
COCO_train2014_000000009119.jpg,COCO_train2014_000000009119.png,COCO_train2014_000000009119.mat
COCO_train2014_000000009148.jpg,COCO_train2014_000000009148.png,COCO_train2014_000000009148.mat
COCO_train2014_000000009425.jpg,COCO_train2014_000000009425.png,COCO_train2014_000000009425.mat
COCO_train2014_000000009460.jpg,COCO_train2014_000000009460.png,COCO_train2014_000000009460.mat
COCO_train2014_000000009462.jpg,COCO_train2014_000000009462.png,COCO_train2014_000000009462.mat
COCO_train2014_000000009479.jpg,COCO_train2014_000000009479.png,COCO_train2014_000000009479.mat
COCO_train2014_000000009511.jpg,COCO_train2014_000000009511.png,COCO_train2014_000000009511.mat
COCO_train2014_000000009615.jpg,COCO_train2014_000000009615.png,COCO_train2014_000000009615.mat
COCO_train2014_000000009656.jpg,COCO_train2014_000000009656.png,COCO_train2014_000000009656.mat
COCO_train2014_000000009708.jpg,COCO_train2014_000000009708.png,COCO_train2014_000000009708.mat
COCO_train2014_000000009712.jpg,COCO_train2014_000000009712.png,COCO_train2014_000000009712.mat
COCO_train2014_000000009760.jpg,COCO_train2014_000000009760.png,COCO_train2014_000000009760.mat
COCO_train2014_000000009789.jpg,COCO_train2014_000000009789.png,COCO_train2014_000000009789.mat
COCO_train2014_000000009843.jpg,COCO_train2014_000000009843.png,COCO_train2014_000000009843.mat
COCO_train2014_000000009866.jpg,COCO_train2014_000000009866.png,COCO_train2014_000000009866.mat
COCO_train2014_000000009919.jpg,COCO_train2014_000000009919.png,COCO_train2014_000000009919.mat
COCO_train2014_000000010046.jpg,COCO_train2014_000000010046.png,COCO_train2014_000000010046.mat
COCO_train2014_000000010083.jpg,COCO_train2014_000000010083.png,COCO_train2014_000000010083.mat
COCO_train2014_000000010175.jpg,COCO_train2014_000000010175.png,COCO_train2014_000000010175.mat
COCO_train2014_000000010176.jpg,COCO_train2014_000000010176.png,COCO_train2014_000000010176.mat
COCO_train2014_000000010229.jpg,COCO_train2014_000000010229.png,COCO_train2014_000000010229.mat
COCO_train2014_000000010230.jpg,COCO_train2014_000000010230.png,COCO_train2014_000000010230.mat
COCO_train2014_000000010346.jpg,COCO_train2014_000000010346.png,COCO_train2014_000000010346.mat
COCO_train2014_000000010540.jpg,COCO_train2014_000000010540.png,COCO_train2014_000000010540.mat
COCO_train2014_000000010545.jpg,COCO_train2014_000000010545.png,COCO_train2014_000000010545.mat
COCO_train2014_000000010701.jpg,COCO_train2014_000000010701.png,COCO_train2014_000000010701.mat
COCO_train2014_000000010728.jpg,COCO_train2014_000000010728.png,COCO_train2014_000000010728.mat
COCO_train2014_000000010817.jpg,COCO_train2014_000000010817.png,COCO_train2014_000000010817.mat
COCO_train2014_000000010877.jpg,COCO_train2014_000000010877.png,COCO_train2014_000000010877.mat
COCO_train2014_000000010881.jpg,COCO_train2014_000000010881.png,COCO_train2014_000000010881.mat
COCO_train2014_000000011075.jpg,COCO_train2014_000000011075.png,COCO_train2014_000000011075.mat
COCO_train2014_000000011147.jpg,COCO_train2014_000000011147.png,COCO_train2014_000000011147.mat
COCO_train2014_000000011265.jpg,COCO_train2014_000000011265.png,COCO_train2014_000000011265.mat
COCO_train2014_000000011271.jpg,COCO_train2014_000000011271.png,COCO_train2014_000000011271.mat
COCO_train2014_000000011282.jpg,COCO_train2014_000000011282.png,COCO_train2014_000000011282.mat
COCO_train2014_000000011326.jpg,COCO_train2014_000000011326.png,COCO_train2014_000000011326.mat
COCO_train2014_000000011373.jpg,COCO_train2014_000000011373.png,COCO_train2014_000000011373.mat
COCO_train2014_000000011403.jpg,COCO_train2014_000000011403.png,COCO_train2014_000000011403.mat
COCO_train2014_000000011426.jpg,COCO_train2014_000000011426.png,COCO_train2014_000000011426.mat
COCO_train2014_000000011485.jpg,COCO_train2014_000000011485.png,COCO_train2014_000000011485.mat
COCO_train2014_000000011487.jpg,COCO_train2014_000000011487.png,COCO_train2014_000000011487.mat
COCO_train2014_000000011569.jpg,COCO_train2014_000000011569.png,COCO_train2014_000000011569.mat
COCO_train2014_000000011576.jpg,COCO_train2014_000000011576.png,COCO_train2014_000000011576.mat
COCO_train2014_000000011635.jpg,COCO_train2014_000000011635.png,COCO_train2014_000000011635.mat
COCO_train2014_000000011638.jpg,COCO_train2014_000000011638.png,COCO_train2014_000000011638.mat
COCO_train2014_000000011720.jpg,COCO_train2014_000000011720.png,COCO_train2014_000000011720.mat
COCO_train2014_000000011754.jpg,COCO_train2014_000000011754.png,COCO_train2014_000000011754.mat
COCO_train2014_000000011774.jpg,COCO_train2014_000000011774.png,COCO_train2014_000000011774.mat
COCO_train2014_000000011826.jpg,COCO_train2014_000000011826.png,COCO_train2014_000000011826.mat
COCO_train2014_000000011849.jpg,COCO_train2014_000000011849.png,COCO_train2014_000000011849.mat
COCO_train2014_000000012044.jpg,COCO_train2014_000000012044.png,COCO_train2014_000000012044.mat
COCO_train2014_000000012109.jpg,COCO_train2014_000000012109.png,COCO_train2014_000000012109.mat
COCO_train2014_000000012145.jpg,COCO_train2014_000000012145.png,COCO_train2014_000000012145.mat
COCO_train2014_000000012156.jpg,COCO_train2014_000000012156.png,COCO_train2014_000000012156.mat
COCO_train2014_000000012240.jpg,COCO_train2014_000000012240.png,COCO_train2014_000000012240.mat
COCO_train2014_000000012307.jpg,COCO_train2014_000000012307.png,COCO_train2014_000000012307.mat
COCO_train2014_000000012408.jpg,COCO_train2014_000000012408.png,COCO_train2014_000000012408.mat
COCO_train2014_000000012428.jpg,COCO_train2014_000000012428.png,COCO_train2014_000000012428.mat
COCO_train2014_000000012556.jpg,COCO_train2014_000000012556.png,COCO_train2014_000000012556.mat
COCO_train2014_000000012612.jpg,COCO_train2014_000000012612.png,COCO_train2014_000000012612.mat
COCO_train2014_000000012650.jpg,COCO_train2014_000000012650.png,COCO_train2014_000000012650.mat
COCO_train2014_000000012698.jpg,COCO_train2014_000000012698.png,COCO_train2014_000000012698.mat
COCO_train2014_000000012711.jpg,COCO_train2014_000000012711.png,COCO_train2014_000000012711.mat
COCO_train2014_000000012726.jpg,COCO_train2014_000000012726.png,COCO_train2014_000000012726.mat
COCO_train2014_000000012784.jpg,COCO_train2014_000000012784.png,COCO_train2014_000000012784.mat
COCO_train2014_000000012803.jpg,COCO_train2014_000000012803.png,COCO_train2014_000000012803.mat
COCO_train2014_000000012805.jpg,COCO_train2014_000000012805.png,COCO_train2014_000000012805.mat
COCO_train2014_000000012825.jpg,COCO_train2014_000000012825.png,COCO_train2014_000000012825.mat
COCO_train2014_000000012838.jpg,COCO_train2014_000000012838.png,COCO_train2014_000000012838.mat
COCO_train2014_000000012839.jpg,COCO_train2014_000000012839.png,COCO_train2014_000000012839.mat
COCO_train2014_000000012891.jpg,COCO_train2014_000000012891.png,COCO_train2014_000000012891.mat
COCO_train2014_000000012892.jpg,COCO_train2014_000000012892.png,COCO_train2014_000000012892.mat
COCO_train2014_000000012930.jpg,COCO_train2014_000000012930.png,COCO_train2014_000000012930.mat
COCO_train2014_000000013045.jpg,COCO_train2014_000000013045.png,COCO_train2014_000000013045.mat
COCO_train2014_000000013121.jpg,COCO_train2014_000000013121.png,COCO_train2014_000000013121.mat
COCO_train2014_000000013129.jpg,COCO_train2014_000000013129.png,COCO_train2014_000000013129.mat
COCO_train2014_000000013140.jpg,COCO_train2014_000000013140.png,COCO_train2014_000000013140.mat
COCO_train2014_000000013143.jpg,COCO_train2014_000000013143.png,COCO_train2014_000000013143.mat
COCO_train2014_000000013230.jpg,COCO_train2014_000000013230.png,COCO_train2014_000000013230.mat
COCO_train2014_000000013325.jpg,COCO_train2014_000000013325.png,COCO_train2014_000000013325.mat
COCO_train2014_000000013452.jpg,COCO_train2014_000000013452.png,COCO_train2014_000000013452.mat
COCO_train2014_000000013517.jpg,COCO_train2014_000000013517.png,COCO_train2014_000000013517.mat
COCO_train2014_000000013576.jpg,COCO_train2014_000000013576.png,COCO_train2014_000000013576.mat
COCO_train2014_000000013603.jpg,COCO_train2014_000000013603.png,COCO_train2014_000000013603.mat
COCO_train2014_000000013636.jpg,COCO_train2014_000000013636.png,COCO_train2014_000000013636.mat
COCO_train2014_000000013719.jpg,COCO_train2014_000000013719.png,COCO_train2014_000000013719.mat
COCO_train2014_000000013720.jpg,COCO_train2014_000000013720.png,COCO_train2014_000000013720.mat
COCO_train2014_000000013800.jpg,COCO_train2014_000000013800.png,COCO_train2014_000000013800.mat
COCO_train2014_000000013934.jpg,COCO_train2014_000000013934.png,COCO_train2014_000000013934.mat
COCO_train2014_000000014014.jpg,COCO_train2014_000000014014.png,COCO_train2014_000000014014.mat
COCO_train2014_000000014044.jpg,COCO_train2014_000000014044.png,COCO_train2014_000000014044.mat
COCO_train2014_000000014049.jpg,COCO_train2014_000000014049.png,COCO_train2014_000000014049.mat
COCO_train2014_000000014238.jpg,COCO_train2014_000000014238.png,COCO_train2014_000000014238.mat
COCO_train2014_000000014244.jpg,COCO_train2014_000000014244.png,COCO_train2014_000000014244.mat
COCO_train2014_000000014253.jpg,COCO_train2014_000000014253.png,COCO_train2014_000000014253.mat
COCO_train2014_000000014269.jpg,COCO_train2014_000000014269.png,COCO_train2014_000000014269.mat
COCO_train2014_000000014375.jpg,COCO_train2014_000000014375.png,COCO_train2014_000000014375.mat
COCO_train2014_000000014468.jpg,COCO_train2014_000000014468.png,COCO_train2014_000000014468.mat
COCO_train2014_000000014502.jpg,COCO_train2014_000000014502.png,COCO_train2014_000000014502.mat
COCO_train2014_000000014683.jpg,COCO_train2014_000000014683.png,COCO_train2014_000000014683.mat
COCO_train2014_000000014757.jpg,COCO_train2014_000000014757.png,COCO_train2014_000000014757.mat
COCO_train2014_000000014764.jpg,COCO_train2014_000000014764.png,COCO_train2014_000000014764.mat
COCO_train2014_000000014873.jpg,COCO_train2014_000000014873.png,COCO_train2014_000000014873.mat
COCO_train2014_000000014886.jpg,COCO_train2014_000000014886.png,COCO_train2014_000000014886.mat
COCO_train2014_000000014938.jpg,COCO_train2014_000000014938.png,COCO_train2014_000000014938.mat
COCO_train2014_000000014966.jpg,COCO_train2014_000000014966.png,COCO_train2014_000000014966.mat
COCO_train2014_000000014986.jpg,COCO_train2014_000000014986.png,COCO_train2014_000000014986.mat
COCO_train2014_000000015096.jpg,COCO_train2014_000000015096.png,COCO_train2014_000000015096.mat
COCO_train2014_000000015110.jpg,COCO_train2014_000000015110.png,COCO_train2014_000000015110.mat
COCO_train2014_000000015165.jpg,COCO_train2014_000000015165.png,COCO_train2014_000000015165.mat
COCO_train2014_000000015197.jpg,COCO_train2014_000000015197.png,COCO_train2014_000000015197.mat
COCO_train2014_000000015354.jpg,COCO_train2014_000000015354.png,COCO_train2014_000000015354.mat
COCO_train2014_000000015394.jpg,COCO_train2014_000000015394.png,COCO_train2014_000000015394.mat
COCO_train2014_000000015427.jpg,COCO_train2014_000000015427.png,COCO_train2014_000000015427.mat
COCO_train2014_000000015472.jpg,COCO_train2014_000000015472.png,COCO_train2014_000000015472.mat
COCO_train2014_000000015485.jpg,COCO_train2014_000000015485.png,COCO_train2014_000000015485.mat
COCO_train2014_000000015564.jpg,COCO_train2014_000000015564.png,COCO_train2014_000000015564.mat
COCO_train2014_000000015794.jpg,COCO_train2014_000000015794.png,COCO_train2014_000000015794.mat
COCO_train2014_000000016089.jpg,COCO_train2014_000000016089.png,COCO_train2014_000000016089.mat
COCO_train2014_000000016113.jpg,COCO_train2014_000000016113.png,COCO_train2014_000000016113.mat
COCO_train2014_000000016114.jpg,COCO_train2014_000000016114.png,COCO_train2014_000000016114.mat
COCO_train2014_000000016273.jpg,COCO_train2014_000000016273.png,COCO_train2014_000000016273.mat
COCO_train2014_000000016297.jpg,COCO_train2014_000000016297.png,COCO_train2014_000000016297.mat
